PATENT_AUTHORITIES,COUNTRY_NAME,OBS_VALUE_sum,OBS_VALUE_mean,OBS_VALUE_std,YEAR_min,YEAR_max,YEAR_count
US50,Hungary,1095.07,39.11,72.95,2017,2020,28
US50,IRN,776.87,27.75,43.17,2017,2020,28
US50,ISL,247.34,8.83,16.77,2017,2020,28
US50,India,41174.17,1470.51,2574.56,2017,2020,28
US50,Indonesia,79.98,2.86,5.48,2017,2020,28
US50,Ireland,5685.58,203.06,355.17,2017,2020,28
US50,Israel,27942.87,997.96,1727.4,2017,2020,28
US50,Italy,19750.28,705.37,1278.45,2017,2020,28
US50,JAM,11.0,0.39,0.89,2017,2020,28
US50,JOR,75.74,2.71,4.71,2017,2020,28
US50,Japan,326935.96,11676.28,21258.54,2017,2020,28
US50,KAZ,42.77,1.53,2.59,2017,2020,28
US50,KEN,159.67,5.7,10.49,2017,2020,28
US50,KWT,183.4,6.55,11.21,2017,2020,28
US50,LBN,129.37,4.62,8.56,2017,2020,28
US50,LIE,124.28,4.44,9.49,2017,2020,28
US50,LKA,93.69,3.35,6.4,2017,2020,28
US50,LUX,456.04,16.29,29.96,2017,2020,28
US50,Latvia,120.13,4.29,7.97,2017,2020,28
US50,Lithuania,204.44,7.3,12.08,2017,2020,28
US50,MAR,53.27,1.9,3.52,2017,2020,28
US50,MCO,80.5,2.88,6.02,2017,2020,28
US50,MDA,9.24,0.33,0.74,2017,2020,28
US50,MKD,16.0,0.57,1.37,2017,2020,28
US50,MLT,151.39,5.41,10.79,2017,2020,28
US50,MNG,12.59,0.45,0.78,2017,2020,28
US50,Malaysia,1821.84,65.07,113.57,2017,2020,28
US50,Mexico,2237.24,79.9,140.31,2017,2020,28
US50,NGA,30.95,1.11,2.02,2017,2020,28
US50,NZL,1696.01,60.57,111.23,2017,2020,28
US50,Netherlands,15299.82,546.42,962.02,2017,2020,28
US50,Norway,3696.96,132.03,246.38,2017,2020,28
US50,OECD Total,1852391.28,66156.83,114263.0,2017,2020,28
US50,PAK,186.6,6.66,11.02,2017,2020,28
US50,PAN,40.44,1.44,2.45,2017,2020,28
US50,PER,109.82,3.92,8.16,2017,2020,28
US50,PRI,12.41,0.44,1.12,2017,2020,28
US50,PRK,39.27,1.4,2.43,2017,2020,28
US50,Philippines,583.94,20.85,36.76,2017,2020,28
US50,Poland,2912.96,104.03,185.73,2017,2020,28
US50,Portugal,952.33,34.01,62.49,2017,2020,28
US50,ROU,681.86,24.35,42.97,2017,2020,28
US50,Russia,4543.78,162.28,280.45,2017,2020,28
US50,SAU,6929.62,247.49,414.77,2017,2020,28
US50,SLV,8.62,0.31,0.84,2017,2020,28
US50,SYC,11.3,0.4,0.93,2017,2020,28
US50,Singapore,7514.88,268.39,453.12,2017,2020,28
US50,Slovakia,335.37,11.98,21.45,2017,2020,28
US50,Slovenia,489.33,17.48,31.2,2017,2020,28
US50,South Africa,923.62,32.99,59.84,2017,2020,28
US50,South Korea,149511.11,5339.68,9322.14,2017,2020,28
US50,Spain,7510.61,268.24,475.31,2017,2020,28
US50,Sweden,18268.76,652.46,1204.71,2017,2020,28
US50,Switzerland,18358.17,655.65,1166.69,2017,2020,28
US50,TTO,18.22,0.65,1.75,2017,2020,28
US50,TUN,33.03,1.18,2.2,2017,2020,28
US50,Taiwan,92155.06,3291.25,5651.08,2017,2020,28
US50,Thailand,628.91,22.46,39.62,2017,2020,28
US50,Turkey,1832.56,65.45,118.53,2017,2020,28
US50,UKR,593.64,21.2,37.44,2017,2020,28
US50,URY,72.64,2.59,4.66,2017,2020,28
US50,UZB,4.2,0.15,0.32,2017,2020,28
US50,United Kingdom,44431.19,1586.83,2810.74,2017,2020,28
US50,United States,959099.12,34253.54,57592.61,2017,2020,28
US50,VEN,27.72,0.99,2.04,2017,2020,28
US50,World Total,2217439.0,79194.25,136737.44,2017,2020,28
US50,YUG_F,0.0,0.0,0.0,2017,2020,28
US50,ZWE,2.5,0.09,0.33,2017,2020,28
