2017,2018,2019,2020,2021
26.633299589157104,9.333300262689592,12.599800229072573,6.583099961280823,0.0
535.1046045422554,475.830295085907,470.01879298686987,377.1713042259216,0.0
416.37800395488745,490.7093968093396,469.55349922180176,341.50679862499237,51.461298942565925
71.58880021050572,35.63189969956874,53.511401787400246,26.29929991066456,0.0
9575.478766441347,9170.74763250351,8563.0907330513,6318.838584423066,1446.5605163574223
11417.101446509361,10223.92207288742,9742.379068136215,7268.019083499908,2435.2723999023438
261.42610281705856,336.6967966109514,329.71120208501816,256.2706025838852,67.85779857635498
7.149999976158142,12.050000190734863,13.611000150442125,23.797599911689755,0.0
113.16689920425414,126.85359764099121,122.50599916279316,79.58830071240665,0.0
7.999800220131875,16.33330011367798,10.333500027656555,5.8333001136779785,0.0
9546.068463325502,9130.207472085955,8462.919921040537,6627.1203624010095,2128.8469543457036
2994.4727284908295,2943.0854046344757,2875.3291749954224,2112.7910244464874,335.4658126831055
565.4580919742584,613.761104464531,588.2778995037079,388.2692947387696,59.746901512145996
370.79200345277786,351.349999666214,339.8258993029595,196.97089648246762,31.448399543762203
101.18170118331909,146.39480113983154,145.3460029065609,103.53740215301514,15.49300050735474
62.22319984436035,67.36509990692139,60.66039991378784,66.95650005340576,0.0
33.333199977874756,69.7443996667862,55.48329991102218,35.45840036869049,0.0
98.78340053558348,74.91169863939285,103.91910123825073,79.16030168533325,24.004099369049072
26014.481828689575,25853.939561367035,23928.844727516174,16939.377813339233,3157.3234252929688
167259.29224205017,174785.26856565475,188202.66542434692,175332.0424041748,24437.43115234375
1820.1444708108902,1566.078580379486,1723.0599093437197,1277.70321559906,397.83380126953125
0.0,3.533300042152405,1.116700053215027,0.583299994468689,0.0
12.333399891853333,17.21670037508011,25.53330041468143,17.108400344848633,0.0
8773.36561214924,8157.265662550928,7710.460373640061,6471.94083571434,2172.224548339844
21.97130011767149,32.74009971320629,34.821500942111015,8.00760006904602,0.0
161.06569910049438,136.998899102211,161.69890344142914,135.5464015007019,0.0
270.0595997571945,205.54530155658722,301.05369806289673,194.14430236816406,61.16919898986816
310039.0500488281,287601.20945358276,269191.509311676,203166.35884475708,68013.2333984375
8438.65557575226,8176.713856220247,7470.790716826917,5928.446819305422,1925.8768920898442
52375.98889732361,48848.18230056763,45182.97141504288,32475.589826583862,10853.640625
23.53320002555847,34.00699990056455,10.710099995136261,23.483400344848633,0.0
16.333399891853333,4.0,9.916600108146667,9.214200019836426,0.0
130659.22576522827,117922.39088487625,109673.75019645691,82018.59924030304,26669.31103515625
793.1812061071396,754.4806011915207,693.7219927906991,573.7567873150113,220.55280685424808
184.30400013923645,163.20679725706577,207.74530220031738,131.6627016067505,44.5707015991211
2626.7389575242996,2523.16086769104,2204.033587574959,1891.406017422676,288.7497920989991
1162.8355133533478,1494.181832075119,1132.3335921764374,818.3997192382812,273.52729415893555
472.92570126056665,381.3883000612259,367.988803088665,403.1711047887802,0.0
255.40760099887848,170.62619733810425,209.0231008529663,122.64880180358887,46.54180145263672
19192.299535751343,20307.516565561295,20630.49819278717,15424.467497825623,2478.0820922851567
59.779499650001526,57.508100986480706,89.9822987318039,54.51200056076049,13.015299797058105
3541.8638758659363,3429.923023223877,3395.838909983635,2747.0143282413483,661.9229125976562
17341.086659431458,15798.14197397232,15730.912038445473,12183.004962921143,2438.7764282226562
25029.46257162094,23655.51212501526,22914.20421540737,17266.96711063385,6342.43310546875
7.517899990081787,7.0,0.0,3.842900037765503,0.0
47.366699159145355,45.57420003414155,51.80959987640381,36.33329978585243,0.0
297981.2245235443,280464.97432231903,255410.6520061493,192541.81788635254,35634.7490234375
55.94439935684204,53.90709972381592,38.48170006275177,51.28100084513426,0.0
79.41509898006916,56.05910089612008,39.74410033226013,29.110800504684445,0.0
78.29169988632202,65.58319997787476,79.89999878406525,22.799999818205837,0.0
84.89290104806423,94.9821003675461,65.02290093153715,51.747599512338645,0.0
193.88349686563015,179.39990091323853,99.66660022735596,89.0690989792347,0.0
