2017,2018,2019,2020,2021
77.85709881782532,55.74279987812043,102.40660035610199,91.95850062370302,25.22060012817382
509.7613897025585,448.2187914401293,544.1350975036621,465.53379821777344,152.56150054931638
106.78340148925781,139.8692011833191,143.85700154304504,134.06049942970276,31.21679949760437
198.48629999160767,197.7833026647568,225.11129951477048,221.34500312805176,98.54119873046875
75.64529943838716,79.17729938030243,76.16459929943085,96.4773982167244,0.0
57.10960093140602,52.54199934005737,90.2097018957138,49.61660015583038,0.0
18.616600155830383,19.33340046554804,8.142899990081787,8.833300113677979,0.0
13.0,21.91669988632202,11.250099897384644,11.5,0.0
96.25500059127808,83.85490131378177,128.04530239105225,128.76110196113586,30.863300085067753
10.477800071239471,3.7623000442981724,4.708000004291534,4.350000023841858,0.0
1142.3932778835297,1061.3425743579865,1086.0986038446426,733.8161981105806,92.2736988067627
1548.9537935256958,1300.6362887620926,1076.4199883937836,730.9043090939522,107.7703971862793
15.666699886322021,16.317000165581703,9.383300125598907,8.333300113677979,0.0
1421.0074067115784,1217.9958047866821,1344.119512438774,1202.4995979070663,309.59959411621094
20170.46788263321,18926.160192489624,17834.591147959232,14202.452496528625,5341.293701171875
3992.8851583004,3552.994150519371,2985.9594385027885,2426.775125980377,746.2380065917969
1338140.7482147217,1266665.362815857,1192841.6814537048,882447.9901275635,192458.00390625
75.6761000752449,87.05360043048859,74.44529983401299,62.866600513458245,0.0
37.89999997615814,158.72770005464554,42.58340001106262,8.936100006103516,0.0
150.58579794317484,86.65359878540039,77.07860016822816,72.00080120563507,4.711800098419189
27.35010004043579,12.271399736404419,20.031800746917725,34.51310062408448,0.0
16.506800293922424,21.047400258481503,28.53320050239563,25.0742005109787,0.0
264.4717991948128,302.53229653835297,234.6959023475647,178.120097219944,19.23539972305297
2861.194602251053,3113.487463593483,2703.5771894454956,2414.7996537685394,778.7988815307617
1162.8821102380755,1153.4135026931765,1184.436292052269,854.5814933776855,340.1038055419922
502.49789404869085,632.9721006155013,489.0367996692657,403.0064070224762,102.36420059204102
4081.5868299007416,3907.318091750145,3612.6828827857976,2787.0607352256775,393.94540405273443
3948.788040548563,3321.356306359172,3642.9972996711736,2980.5875942707066,849.2347106933594
9.27869999408722,2.133299946784973,2.0,0.25,0.0
9.866599917411804,3.666800022125244,9.03330011665821,8.000099956989288,0.0
4901.2663724422455,5038.057837963104,5176.3076182603845,3977.6119499206548,804.62109375
405.9856017380953,341.7300019785762,356.1467046737671,296.1447986960411,97.18180084228516
768.1980005055666,566.7480992078781,612.6979910135269,525.1604900360107,177.99939537048337
970.0827105045319,946.9741101861,756.2580041885377,643.3027906417847,88.56270217895508
98665.68734359741,101580.67846870422,105114.34817314148,87188.75402259827,12924.013916015625
9126.383107662201,9394.76992559433,8803.525176525118,6824.722356438638,2250.7274475097656
19757.686835289,18462.979254484177,17121.489346683025,12560.99335193634,4332.5367431640625
20860.484429836273,20051.810826778412,18874.673750400543,14997.869829177856,5424.8857421875
13.583299994468689,19.63349974155426,0.0,2.5,0.0
42.63310021162033,39.196499882265925,35.016700863838196,31.28700017929077,0.0
43822.5470366478,42995.78842961788,39120.8965587616,28370.067117214203,1999.410766601563
557.9563055038452,492.6267962455749,490.3654999732971,398.0121911764145,92.89740180969238
4199.358372211456,3699.1861696243286,3526.7847189903264,3407.645275592804,463.9386062622071
467.1553036123514,479.019403219223,432.3982977718115,398.2560082674027,0.0
58.56479997932911,58.67760157585144,62.48799955844879,17.95740020275116,0.0
13.533599853515625,5.5,1.666599988937378,3.104199886322021,0.0
41551.92757797241,39413.08294296265,37476.260420799255,27586.095518112183,7677.46142578125
504799.5442314148,476969.4994735718,449594.0699367523,313945.48290252686,54229.87890625
15.56800001859665,13.34999991953373,16.0,6.649899959564209,0.0
1596492.0,1534440.0,1469487.0,1125181.09375,225066.046875
0.666599988937378,0.5,0.0,0.0,0.0
2.3168000280857086,2.25,4.5,0.5,0.0
